fen,eval
r1r3k1/1bpnqpbp/1p2pnp1/pP1p4/P2P4/R1P1PN1P/1B1NBPP1/3Q1RK1 w - - 2 14,0.1900
r1r3k1/1bpnqpbp/1p2pnp1/pP1p4/P2P4/RQP1PN1P/1B1NBPP1/5RK1 b - - 3 14,0.1800
r1r3k1/1b1nqpbp/1pp1pnp1/pP1p4/P2P4/RQP1PN1P/1B1NBPP1/5RK1 w - - 0 15,0.1600
r1r3k1/1b1nqpbp/1pp1pnp1/pP1p4/P1PP4/RQ2PN1P/1B1NBPP1/5RK1 b - - 0 15,-0.3500
r1r3k1/1b1n1pbp/1pp1pnp1/pP1p4/PqPP4/RQ2PN1P/1B1NBPP1/5RK1 w - - 1 16,-0.2500
r1r3k1/1b1n1pbp/1pP1pnp1/p2p4/PqPP4/RQ2PN1P/1B1NBPP1/5RK1 b - - 0 16,-0.2300
r1r3k1/1b1n1pbp/1pP1pnp1/p2p4/P1PP4/Rq2PN1P/1B1NBPP1/5RK1 w - - 0 17,-0.1700
r1r3k1/1b1n1pbp/1pP1pnp1/p2p4/P1PP4/1R2PN1P/1B1NBPP1/5RK1 b - - 0 17,-0.2300
r1r3k1/3n1pbp/bpP1pnp1/p2p4/P1PP4/1R2PN1P/1B1NBPP1/5RK1 w - - 1 18,4.1700
r1r3k1/3P1pbp/bp2pnp1/p2p4/P1PP4/1R2PN1P/1B1NBPP1/5RK1 b - - 0 18,3.9200
r1r3k1/3n1pbp/bp2p1p1/p2p4/P1PP4/1R2PN1P/1B1NBPP1/5RK1 w - - 0 19,3.9100
r1r3k1/3n1pbp/bp2p1p1/p2p4/P1PP4/R3PN1P/1B1NBPP1/5RK1 b - - 1 19,3.5700
r1r3k1/3n1pbp/1p2p1p1/p2p4/P1bP4/R3PN1P/1B1NBPP1/5RK1 w - - 0 20,4.2700
r1r3k1/3n1pbp/1p2p1p1/p2p4/P1BP4/R3PN1P/1B1N1PP1/5RK1 b - - 0 20,3.5900
2r3k1/r2n1pbp/1p2p1p1/p2p4/P1BP4/R3PN1P/1B1N1PP1/5RK1 w - - 1 21,6.0400
2r3k1/r2n1pbp/1p2p1p1/p2p4/P2P4/R2BPN1P/1B1N1PP1/5RK1 b - - 2 21,5.5800
2r2bk1/r2n1p1p/1p2p1p1/p2p4/P2P4/R2BPN1P/1B1N1PP1/5RK1 w - - 3 22,6.0200
2r2bk1/r2n1p1p/1p2p1p1/p2p4/P2P2P1/R2BPN1P/1B1N1P2/5RK1 b - - 0 22,2.2700
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,0.2100
rnbqk2r/ppppbppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 2 4,0.3800
rnbqk2r/ppppbppp/4pn2/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 3 4,0.3700
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 4 5,0.5900
rnbqk2r/pppp1ppp/4pn2/8/1bPP1B2/2N2N2/PP2PPPP/R2QKB1R b KQkq - 5 5,0.3500
rnbqk2r/pppp1ppp/4pn2/8/2PP1B2/2b2N2/PP2PPPP/R2QKB1R w KQkq - 0 6,0.3200
rnbqk2r/pppp1ppp/4pn2/8/2PP1B2/2P2N2/P3PPPP/R2QKB1R b KQkq - 0 6,0.3000
rnbqk2r/ppp2ppp/3ppn2/8/2PP1B2/2P2N2/P3PPPP/R2QKB1R w KQkq - 0 7,0.3300
rnbqk2r/ppp2ppp/3ppn2/8/2PP1B2/2P1PN2/P4PPP/R2QKB1R b KQkq - 0 7,0.5400
rnbqk2r/p1p2ppp/1p1ppn2/8/2PP1B2/2P1PN2/P4PPP/R2QKB1R w KQkq - 0 8,0.5900
rnbqk2r/p1p2ppp/1p1ppn2/8/2PP1B2/2PBPN2/P4PPP/R2QK2R b KQkq - 1 8,0.6500
r1bqk2r/p1pn1ppp/1p1ppn2/8/2PP1B2/2PBPN2/P4PPP/R2QK2R w KQkq - 2 9,0.9200
r1bqk2r/p1pn1ppp/1p1ppn2/8/2PP1B2/2PBPN2/P4PPP/R2Q1RK1 b kq - 3 9,0.7400
r2qk2r/pbpn1ppp/1p1ppn2/8/2PP1B2/2PBPN2/P4PPP/R2Q1RK1 w kq - 4 10,0.5500
r2qk2r/pbpn1ppp/1p1ppn2/8/P1PP1B2/2PBPN2/5PPP/R2Q1RK1 b kq - 0 10,0.3300
r2qk2r/pbpn1ppp/1p1p1n2/4p3/P1PP1B2/2PBPN2/5PPP/R2Q1RK1 w kq - 0 11,0.6500
r2qk2r/pbpn1ppp/1p1p1n2/4P3/P1P2B2/2PBPN2/5PPP/R2Q1RK1 b kq - 0 11,0.5200
r2qk2r/pbp2ppp/1p1p1n2/4n3/P1P2B2/2PBPN2/5PPP/R2Q1RK1 w kq - 0 12,0.8200
r2qk2r/pbp2ppp/1p1p1n2/4n3/P1P2B2/2P1PN2/4BPPP/R2Q1RK1 b kq - 1 12,-0.5500
r2qk2r/pbpn1ppp/1p1p4/4n3/P1P2B2/2P1PN2/4BPPP/R2Q1RK1 w kq - 2 13,-0.2400
r2qk2r/pbpn1ppp/1p1p4/4B3/P1P5/2P1PN2/4BPPP/R2Q1RK1 b kq - 0 13,-0.6300
r2qk2r/pbpn1ppp/1p6/4p3/P1P5/2P1PN2/4BPPP/R2Q1RK1 w kq - 0 14,-0.7200
r2qk2r/pbpn1ppp/1p6/P3p3/2P5/2P1PN2/4BPPP/R2Q1RK1 b kq - 0 14,-0.8100
r3k2r/pbpn1ppp/1p3q2/P3p3/2P5/2P1PN2/4BPPP/R2Q1RK1 w kq - 1 15,-0.6800
r3k2r/pbpn1ppp/1p3q2/P3p3/Q1P5/2P1PN2/4BPPP/R4RK1 b kq - 2 15,-1.1500
r3k2r/pbpn1p1p/1p3qp1/P3p3/Q1P5/2P1PN2/4BPPP/R4RK1 w kq - 0 16,0.2400
r3k2r/pbpn1p1p/1p3qp1/P3p3/Q1P5/2P1PN2/4BPPP/R2R2K1 b kq - 1 16,-0.9600
2kr3r/pbpn1p1p/1p3qp1/P3p3/Q1P5/2P1PN2/4BPPP/R2R2K1 w - - 2 17,-0.4400
2kr3r/pbpn1p1p/1p3qp1/P3p3/2P5/2P1PN2/Q3BPPP/R2R2K1 b - - 3 17,-0.8100
2kr3r/pbpn1p2/1p3qp1/P3p2p/2P5/2P1PN2/Q3BPPP/R2R2K1 w - - 0 18,-0.2700
2kr3r/pbpn1p2/1p3qp1/P3p2p/2P5/2P1P3/Q2NBPPP/R2R2K1 b - - 1 18,-1.0300
2kr3r/pbp2p2/1p3qp1/P1n1p2p/2P5/2P1P3/Q2NBPPP/R2R2K1 w - - 2 19,-0.9300
2kr3r/pbp2p2/1p3qp1/P1n1p2p/2P5/2P1P3/2QNBPPP/R2R2K1 b - - 3 19,-1.0700
1k1r3r/pbp2p2/1p3qp1/P1n1p2p/2P5/2P1P3/2QNBPPP/R2R2K1 w - - 4 20,-0.9300
1k1r3r/pbp2p2/1p3qp1/P1n1p2p/2P5/2P1P2P/2QNBPP1/R2R2K1 b - - 0 20,-1.3200
1k1r3r/pbp2p2/1pq3p1/P1n1p2p/2P5/2P1P2P/2QNBPP1/R2R2K1 w - - 1 21,-0.5300
1k1r3r/pbp2p2/1pq3p1/P1n1p2p/2P1P3/2P4P/2QNBPP1/R2R2K1 b - - 0 21,-1.5600
1k5r/pbp2p2/1pqr2p1/P1n1p2p/2P1P3/2P4P/2QNBPP1/R2R2K1 w - - 1 22,-1.4300
1k5r/pbp2p2/1Pqr2p1/2n1p2p/2P1P3/2P4P/2QNBPP1/R2R2K1 b - - 0 22,-1.5300
1k5r/pbp2p2/1q1r2p1/2n1p2p/2P1P3/2P4P/2QNBPP1/R2R2K1 w - - 0 23,2.0800
1k5r/pbp2p2/1q1r2p1/2n1p2p/2P1P3/2P4P/2QNBPP1/RR4K1 b - - 1 23,2.2900
1k5r/pbp2p2/2qr2p1/2n1p2p/2P1P3/2P4P/2QNBPP1/RR4K1 w - - 2 24,2.3400
1k5r/pbp2p2/2qr2p1/2n1p2p/2P1P3/2P4P/Q2NBPP1/RR4K1 b - - 3 24,1.8000
1k5r/pbp2p2/q2r2p1/2n1p2p/2P1P3/2P4P/Q2NBPP1/RR4K1 w - - 4 25,2.0200
1k5r/pbp2p2/q2r2p1/2n1p2p/2P1P3/2P4P/1Q1NBPP1/RR4K1 b - - 5 25,0.8300
1k5r/pbp2p2/1q1r2p1/2n1p2p/2P1P3/2P4P/1Q1NBPP1/RR4K1 w - - 6 26,2.1700
1k5r/pbp2p2/1q1r2p1/2n1p2p/2P1P3/2P4P/3NBPP1/RRQ3K1 b - - 7 26,3.0300
2k4r/pbp2p2/1q1r2p1/2n1p2p/2P1P3/2P4P/3NBPP1/RRQ3K1 w - - 8 27,3.0200
2k4r/pbp2p2/1R1r2p1/2n1p2p/2P1P3/2P4P/3NBPP1/R1Q3K1 b - - 0 27,3.3500
2k4r/pbp2p2/1R4p1/2n1p2p/2P1P3/2P4P/3rBPP1/R1Q3K1 w - - 0 28,5.1500
2k4r/pbp2p2/6p1/1Rn1p2p/2P1P3/2P4P/3rBPP1/R1Q3K1 b - - 1 28,4.2100
2kr4/pbp2p2/6p1/1Rn1p2p/2P1P3/2P4P/3rBPP1/R1Q3K1 w - - 2 29,4.3300
2kr4/pbp2p2/6p1/1Rn1p2p/2P1P3/2P4P/3rBPPK/R1Q5 b - - 3 29,2.7400
2kr4/pbp2p2/6p1/1R2p2p/2P1n3/2P4P/3rBPPK/R1Q5 w - - 0 30,4.6500
2kr4/Rbp2p2/6p1/1R2p2p/2P1n3/2P4P/3rBPPK/2Q5 b - - 0 30,5.1700
2kr4/R1p2p2/2b3p1/1R2p2p/2P1n3/2P4P/3rBPPK/2Q5 w - - 1 31,5.5900
2kr4/R1p2p2/2b3p1/1R2p2p/2P1n3/Q1P4P/3rBPPK/8 b - - 2 31,5.3500
rnbqkbnr/pp1p1ppp/2p5/4p3/2BPP3/8/PPP2PPP/RNBQK1NR b KQkq - 0 3,0.7100
rnbqkbnr/pp3ppp/2p5/3pp3/2BPP3/8/PPP2PPP/RNBQK1NR w KQkq - 0 4,0.6400
rnbqkbnr/pp3ppp/2p5/3Pp3/2BP4/8/PPP2PPP/RNBQK1NR b KQkq - 0 4,0.5400
rnbqkbnr/pp3ppp/2p5/3P4/2Bp4/8/PPP2PPP/RNBQK1NR w KQkq - 0 5,1.0500
rnbqkbnr/pp3ppp/2p5/3P4/2Bp4/8/PPP1NPPP/RNBQK2R b KQkq - 1 5,0.3400
rnbqkbnr/pp3ppp/8/3p4/2Bp4/8/PPP1NPPP/RNBQK2R w KQkq - 0 6,0.1400
rnbqkbnr/pp3ppp/8/3p4/3p4/1B6/PPP1NPPP/RNBQK2R b KQkq - 1 6,0.1100
rnbqk1nr/pp3ppp/8/2bp4/3p4/1B6/PPP1NPPP/RNBQK2R w KQkq - 2 7,0.1500
rnbqk1nr/pp3ppp/8/2bp4/3N4/1B6/PPP2PPP/RNBQK2R b KQkq - 0 7,0.0700
rnb1k1nr/pp3ppp/5q2/2bp4/3N4/1B6/PPP2PPP/RNBQK2R w KQkq - 1 8,0.5900
rnb1k1nr/pp3ppp/5q2/2bp4/8/1B3N2/PPP2PPP/RNBQK2R b KQkq - 2 8,0.4700
r1b1k1nr/pp3ppp/2n2q2/2bp4/8/1B3N2/PPP2PPP/RNBQK2R w KQkq - 3 9,1.3200
rnbqkb1r/pppp1ppp/4pn2/8/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 0 3,0.0600
rnbqkb1r/p1pp1ppp/1p2pn2/8/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq - 0 4,0.2400
rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 4,0.2100
rnbqk2r/p1pp1ppp/1p2pn2/8/1bPP4/4PN2/PP3PPP/RNBQKB1R w KQkq - 1 5,0.4400
rnbqk2r/p1pp1ppp/1p2pn2/8/1bPP4/4PN2/PP1N1PPP/R1BQKB1R b KQkq - 2 5,0.4400
rn1qk2r/pbpp1ppp/1p2pn2/8/1bPP4/4PN2/PP1N1PPP/R1BQKB1R w KQkq - 3 6,0.4600
rn1qk2r/pbpp1ppp/1p2pn2/8/1bPP4/3BPN2/PP1N1PPP/R1BQK2R b KQkq - 4 6,0.4700
rn1qk2r/pbpp1ppp/1p2pn2/8/2PP4/3BPN2/PP1b1PPP/R1BQK2R w KQkq - 0 7,0.5600
rn1qk2r/pbpp1ppp/1p2pn2/8/2PP4/3BPN2/PP1Q1PPP/R1B1K2R b KQkq - 0 7,0.5900
rn1qk2r/pbp2ppp/1p1ppn2/8/2PP4/3BPN2/PP1Q1PPP/R1B1K2R w KQkq - 0 8,0.6600
rn1qk2r/pbp2ppp/1p1ppn2/8/2PP4/4PN2/PPBQ1PPP/R1B1K2R b KQkq - 1 8,0.5600
r2qk2r/pbpn1ppp/1p1ppn2/8/2PP4/4PN2/PPBQ1PPP/R1B1K2R w KQkq - 2 9,0.4800
r2qk2r/pbpn1ppp/1p1ppn2/8/2PP4/4PN2/PPBQ1PPP/R1B2RK1 b kq - 3 9,0.4700
r2qk2r/pbpn1ppp/1p1pp3/8/2PPn3/4PN2/PPBQ1PPP/R1B2RK1 w kq - 4 10,0.6300
r2qk2r/pbpn1ppp/1p1pp3/8/2PPn3/4PN2/PPB2PPP/R1BQ1RK1 b kq - 5 10,0.4600
r2qk2r/pbpn1ppp/1p2p3/3p4/2PPn3/4PN2/PPB2PPP/R1BQ1RK1 w kq - 0 11,0.5600
r2qk2r/pbpn1ppp/1p2p3/3P4/3Pn3/4PN2/PPB2PPP/R1BQ1RK1 b kq - 0 11,0.5900
r2qk2r/p1pn1ppp/1p2p3/3b4/3Pn3/4PN2/PPB2PPP/R1BQ1RK1 w kq - 0 12,1.1400
r2qk2r/p1pn1ppp/1p2p3/3b4/3Pn3/4P3/PPBN1PPP/R1BQ1RK1 b kq - 1 12,0.8800
r2qk2r/p1pn1ppp/1p2p3/3b4/3P4/4P3/PPBn1PPP/R1BQ1RK1 w kq - 0 13,0.9400
r2qk2r/p1pn1ppp/1p2p3/3b4/3P4/4P3/PPBB1PPP/R2Q1RK1 b kq - 0 13,0.9300
r3k2r/p1pnqppp/1p2p3/3b4/3P4/4P3/PPBB1PPP/R2Q1RK1 w kq - 1 14,1.1300
r3k2r/p1pnqppp/1p2p3/3b4/3PP3/8/PPBB1PPP/R2Q1RK1 b kq - 0 14,1.3500
r3k2r/p1pnqppp/1p2p3/8/2bPP3/8/PPBB1PPP/R2Q1RK1 w kq - 1 15,1.7400
r3k2r/p1pnqppp/1p2p3/8/2bPP1Q1/8/PPBB1PPP/R4RK1 b kq - 2 15,0.1800
r3k2r/p1pnqppp/1p2p3/8/3PP1Q1/8/PPBB1PPP/R4bK1 w kq - 0 16,0.3400
r1bqkb1r/pppppppp/2n2n2/8/2P5/P3P3/1P1P1PPP/RNBQKBNR b KQkq - 0 3,0.1100
r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/P3P3/1P1P1PPP/RNBQKBNR w KQkq - 0 4,0.0200
r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/P1N1P3/1P1P1PPP/R1BQKBNR b KQkq - 1 4,-0.2200
r1bqkb1r/1ppp1ppp/p1n2n2/4p3/2P5/P1N1P3/1P1P1PPP/R1BQKBNR w KQkq - 0 5,0.2200
r1bqkb1r/1ppp1ppp/p1n2n2/4p3/2PP4/P1N1P3/1P3PPP/R1BQKBNR b KQkq - 0 5,0.0800
r1bqkb1r/1pp2ppp/p1np1n2/4p3/2PP4/P1N1P3/1P3PPP/R1BQKBNR w KQkq - 0 6,0.6800
r1bqkb1r/1pp2ppp/p1np1n2/4p3/1PPP4/P1N1P3/5PPP/R1BQKBNR b KQkq - 0 6,0.0200
r1bqkb1r/1pp2ppp/p1np1n2/8/1PPp4/P1N1P3/5PPP/R1BQKBNR w KQkq - 0 7,0.0400
r1bqkb1r/1pp2ppp/p1np1n2/8/NPPp4/P3P3/5PPP/R1BQKBNR b KQkq - 1 7,-1.4200
r1bqkb1r/1pp2p1p/p1np1np1/8/NPPp4/P3P3/5PPP/R1BQKBNR w KQkq - 0 8,-1.1000
r1bqkb1r/1pp2p1p/p1np1np1/8/NPPp4/P3P3/4BPPP/R1BQK1NR b KQkq - 1 8,-1.3600
r1bqk2r/1pp2pbp/p1np1np1/8/NPPp4/P3P3/4BPPP/R1BQK1NR w KQkq - 2 9,-1.1000
r1bqk2r/1pp2pbp/p1np1np1/8/NPPp4/P3P2P/4BPP1/R1BQK1NR b KQkq - 0 9,-2.0200
r1bqk2r/1pp2pbp/p1np2p1/8/NPPpn3/P3P2P/4BPP1/R1BQK1NR w KQkq - 1 10,-2.3800
r1bqk2r/1pp2pbp/p1np2p1/8/NPPpn3/P3P2P/R3BPP1/2BQK1NR b Kkq - 2 10,-2.2100
r2qk2r/1pp2pbp/p1npb1p1/8/NPPpn3/P3P2P/R3BPP1/2BQK1NR w Kkq - 3 11,-2.0300
r2qk2r/1pp2pbp/p1npb1p1/8/NPPpn3/P2BP2P/R4PP1/2BQK1NR b Kkq - 4 11,-2.0400
r2qk2r/1pp2pbp/p1npb1p1/8/NPPp4/P1nBP2P/R4PP1/2BQK1NR w Kkq - 5 12,-2.1800
r2qk2r/1pp2pbp/p1npb1p1/8/1PPp4/P1NBP2P/R4PP1/2BQK1NR b Kkq - 0 12,-2.3600
r3k2r/1pp2pbp/p1npb1p1/6q1/1PPp4/P1NBP2P/R4PP1/2BQK1NR w Kkq - 1 13,2.1600
r3k2r/1pp2pbp/p1npb1p1/6q1/1PPpN3/P2BP2P/R4PP1/2BQK1NR b Kkq - 2 13,1.6100
r2qk2r/1pp2pbp/p1npb1p1/8/1PPpN3/P2BP2P/R4PP1/2BQK1NR w Kkq - 3 14,3.7700
rnbqk1nr/ppppbppp/8/4p3/4P3/5N2/PPPPQPPP/RNB1KB1R b KQkq - 3 3,-0.4700
rnbqk1nr/pppp1ppp/5b2/4p3/4P3/5N2/PPPPQPPP/RNB1KB1R w KQkq - 4 4,0.6100
rnbqk1nr/pppp1ppp/5b2/4p3/4P3/2N2N2/PPPPQPPP/R1B1KB1R b KQkq - 5 4,0.3700
r1bqk1nr/pppp1ppp/2n2b2/4p3/4P3/2N2N2/PPPPQPPP/R1B1KB1R w KQkq - 6 5,0.5500
r1bqk1nr/pppp1ppp/2n2b2/3Np3/4P3/5N2/PPPPQPPP/R1B1KB1R b KQkq - 7 5,0.5300
r1bqk1nr/ppp2ppp/2np1b2/3Np3/4P3/5N2/PPPPQPPP/R1B1KB1R w KQkq - 0 6,0.5000
r1bqk1nr/ppp2ppp/2np1b2/3Np3/4P3/5N2/PPPP1PPP/R1BQKB1R b KQkq - 1 6,-0.0500
r1bqk1nr/ppp1nppp/3p1b2/3Np3/4P3/5N2/PPPP1PPP/R1BQKB1R w KQkq - 2 7,-0.1500
r1bqk1nr/ppp1nppp/3p1b2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 7,-0.1300
r1bqk1nr/ppp1nppp/5b2/3pp3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 8,-0.0500
r1bqk1nr/ppp1nppp/5b2/3Pp3/8/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 0 8,-0.1300
r1bqk1nr/ppp2ppp/5b2/3np3/8/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 9,-0.2000
r1bqk1nr/ppp2ppp/5b2/3np3/2B5/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 9,-0.1900
r1bqk1nr/ppp2ppp/1n3b2/4p3/2B5/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 2 10,0.1700
r1bqk1nr/ppp2ppp/1n3b2/4p3/2B5/2NP1N2/PPP2PPP/R1BQK2R b KQkq - 0 10,-1.2100
r1bqk1nr/ppp2ppp/5b2/4p3/2n5/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 0 11,-1.2000
r1bqk1nr/ppp2ppp/5b2/4p3/2P5/2N2N2/PPP2PPP/R1BQK2R b KQkq - 0 11,-1.0500
r2qk1nr/ppp2ppp/5b2/4p3/2P3b1/2N2N2/PPP2PPP/R1BQK2R w KQkq - 1 12,0.6000
r2qk1nr/ppp2ppp/5b2/4p3/2P3b1/2N2N2/PPP2PPP/R1BQ1RK1 b kq - 2 12,-0.3900
r3k1nr/pppq1ppp/5b2/4p3/2P3b1/2N2N2/PPP2PPP/R1BQ1RK1 w kq - 3 13,0.2600
r3k1nr/pppq1ppp/5b2/4p3/2P3b1/2N2N2/PPP1QPPP/R1B2RK1 b kq - 4 13,-0.2500
r3k1nr/ppp2ppp/5b2/4pq2/2P3b1/2N2N2/PPP1QPPP/R1B2RK1 w kq - 5 14,-0.2000
r3k1nr/ppp2ppp/5b2/4pq2/2P1N1b1/5N2/PPP1QPPP/R1B2RK1 b kq - 6 14,-0.8900
2kr2nr/ppp2ppp/5b2/4pq2/2P1N1b1/5N2/PPP1QPPP/R1B2RK1 w - - 7 15,-1.0900
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/P1N5/1PPP1PPP/R1BQKBNR b KQkq - 0 3,-0.4500
r1bqkb1r/ppppnppp/2n5/4p3/4P3/P1N5/1PPP1PPP/R1BQKBNR w KQkq - 1 4,0.6100
r1bqkb1r/ppppnppp/2n5/4p3/4P3/P1NB4/1PPP1PPP/R1BQK1NR b KQkq - 2 4,-0.6300
r1bqkb1r/pppp1ppp/2n3n1/4p3/4P3/P1NB4/1PPP1PPP/R1BQK1NR w KQkq - 3 5,0.1400
r1bqkb1r/pppp1ppp/2n3n1/4p3/4P3/P1NB2P1/1PPP1P1P/R1BQK1NR b KQkq - 0 5,-0.3000
r1bqkb1r/ppp2ppp/2n3n1/3pp3/4P3/P1NB2P1/1PPP1P1P/R1BQK1NR w KQkq - 0 6,0.8300
r1bqkb1r/ppp2ppp/2n3n1/3Np3/4P3/P2B2P1/1PPP1P1P/R1BQK1NR b KQkq - 0 6,0.9700
r1bqkb1r/ppp1nppp/2n5/3Np3/4P3/P2B2P1/1PPP1P1P/R1BQK1NR w KQkq - 1 7,1.4500
r1bqkb1r/ppp1nppp/2n5/3Np3/2B1P3/P5P1/1PPP1P1P/R1BQK1NR b KQkq - 2 7,0.8600
r1bqkb1r/ppp2ppp/2n5/3np3/2B1P3/P5P1/1PPP1P1P/R1BQK1NR w KQkq - 0 8,0.8800
r1bqkb1r/ppp2ppp/2n5/3Pp3/2B5/P5P1/1PPP1P1P/R1BQK1NR b KQkq - 0 8,0.9300
r1b1kb1r/ppp2ppp/2n2q2/3Pp3/2B5/P5P1/1PPP1P1P/R1BQK1NR w KQkq - 1 9,0.9900
r1b1kb1r/ppp2ppp/2n2q2/3Pp3/2B5/P1P3P1/1P1P1P1P/R1BQK1NR b KQkq - 0 9,0.7900
r3kb1r/pppb1ppp/2n2q2/3Pp3/2B5/P1P3P1/1P1P1P1P/R1BQK1NR w KQkq - 1 10,1.5000
r3kb1r/pppb1ppp/2n2q2/1B1Pp3/8/P1P3P1/1P1P1P1P/R1BQK1NR b KQkq - 2 10,0.7200
2kr1b1r/pppb1ppp/2n2q2/1B1Pp3/8/P1P3P1/1P1P1P1P/R1BQK1NR w KQ - 3 11,2.1100
2kr1b1r/pppb1ppp/2n2q2/1B1Pp3/1P6/P1P3P1/3P1P1P/R1BQK1NR b KQ - 0 11,-0.0600
1nkr1b1r/pppb1ppp/5q2/1B1Pp3/1P6/P1P3P1/3P1P1P/R1BQK1NR w KQ - 1 12,0.4100
1nkr1b1r/pppb1ppp/5q2/3Pp3/1P6/P1P3P1/3P1P1P/R1BQKBNR b KQ - 2 12,-0.0300
1nkr1b1r/pp1b1ppp/2p2q2/3Pp3/1P6/P1P3P1/3P1P1P/R1BQKBNR w KQ - 0 13,0.6700
1nkr1b1r/pp1b1ppp/2p2q2/3Pp3/1P6/P1PP2P1/5P1P/R1BQKBNR b KQ - 0 13,0.3500
1nkr3r/pp1b1ppp/2pb1q2/3Pp3/1P6/P1PP2P1/5P1P/R1BQKBNR w KQ - 1 14,0.6600
1nkr3r/pp1b1ppp/2pb1q2/3Pp3/1P6/P1PP2P1/4NP1P/R1BQKB1R b KQ - 2 14,-0.3700
1nkr3r/pp1b1ppp/2pb4/3Pp3/1P6/P1PP1qP1/4NP1P/R1BQKB1R w KQ - 3 15,-0.3700
1nkr3r/pp1b1ppp/2pb4/1P1Pp3/8/P1PP1qP1/4NP1P/R1BQKB1R b KQ - 0 15,-3.4200
1nkr3r/pp1b1ppp/2p5/1PbPp3/8/P1PP1qP1/4NP1P/R1BQKB1R w KQ - 1 16,-3.1400
1nkr3r/pp1b1ppp/2p5/1PbPp3/8/P1PPBqP1/4NP1P/R2QKB1R b KQ - 2 16,-3.5200
1nkr3r/pp1b1ppp/2p5/1PbPp3/8/P1PPB1P1/4NP1P/R2QKB1q w Q - 0 17,-2.5800
1nkr3r/pp1b1ppp/2P5/2bPp3/8/P1PPB1P1/4NP1P/R2QKB1q b Q - 0 17,-2.9700
2kr3r/pp1b1ppp/2n5/2bPp3/8/P1PPB1P1/4NP1P/R2QKB1q w Q - 0 18,-2.7700
2kr3r/pp1b1ppp/2n5/2bPp3/8/PQPPB1P1/4NP1P/R3KB1q b Q - 1 18,-4.4900
2kr3r/pp3ppp/2n5/2bPp3/8/PQPPB1Pb/4NP1P/R3KB1q w Q - 2 19,-2.9300
2kr3r/pp3ppp/2P5/2b1p3/8/PQPPB1Pb/4NP1P/R3KB1q b Q - 0 19,-2.9100
2kr3r/p4ppp/1pP5/2b1p3/8/PQPPB1Pb/4NP1P/R3KB1q w Q - 0 20,-1.2400
2kr3r/p4Qpp/1pP5/2b1p3/8/P1PPB1Pb/4NP1P/R3KB1q b Q - 0 20,0.8000
2kr3r/p4Qpp/1pP5/2b1p3/8/P1PPB1Pb/4NP1P/R3Kq2 w Q - 0 21,1.1200
2kr3r/p4Qpp/1pP5/2b1p3/8/P1PPB1Pb/3KNP1P/R4q2 b - - 1 21,1.3000
2kr3r/p4Qpp/1pP5/4p3/8/P1PPb1Pb/3KNP1P/R4q2 w - - 0 22,1.7900
2kr3r/p4Qpp/1pP5/4p3/8/P1PPP1Pb/3KN2P/R4q2 b - - 0 22,-8.7800
2k4r/p4Qpp/1pP5/4p3/8/P1PrP1Pb/3KN2P/R4q2 w - - 0 23,-7.9800
2k4r/p4Qpp/1pP5/4p3/8/P1PKP1Pb/4N2P/R4q2 b - - 0 23,-7.5200
2k4r/p4qpp/1pP5/4p3/8/P1PKP1Pb/4N2P/R7 w - - 0 24,-7.9300
2k4r/p1P2qpp/1p6/4p3/8/P1PKP1Pb/4N2P/R7 b - - 0 24,-8.0500
2k4r/p1P3pp/1p6/3qp3/8/P1PKP1Pb/4N2P/R7 w - - 1 25,-8.0800
2k4r/p1P3pp/1p6/3qp3/8/P1P1P1Pb/2K1N2P/R7 b - - 2 25,-7.8400
7r/p1k3pp/1p6/3qp3/8/P1P1P1Pb/2K1N2P/R7 w - - 0 26,-7.6900
7r/p1k3pp/1p6/3qp3/2P5/P3P1Pb/2K1N2P/R7 b - - 0 26,-8.3200
7r/p1k3pp/1p6/4p3/2q5/P3P1Pb/2K1N2P/R7 w - - 0 27,-7.2900
7r/p1k3pp/1p6/4p3/2q5/P3P1Pb/4N2P/R2K4 b - - 1 27,-8.3300
7r/p1k3pp/1p6/4p3/8/P2qP1Pb/4N2P/R2K4 w - - 2 28,-9.1500
